Name,Address.Latitude,Address.Longitude,DBSCAN_labels_case1,DBSCAN_labels_case2,DBSCAN_labels_case3,DBSCAN_labels_case4
Plattsburgh,44.702338,-73.491875,0,0,0,0
Watertown,43.971677,-75.960495,0,0,0,0
Pikesville,39.384743,-76.73146,0,0,0,0
Owings Mills,39.433405,-76.799203,0,0,0,0
Westminster,39.566736,-76.974265,0,0,0,0
Topsham,43.934038,-69.985271,0,0,0,0
Augusta,44.312403,-69.80499300000001,0,0,0,0
Victor,43.033533,-77.448691,0,0,0,0
Penfield,43.128391,-77.443196,0,0,0,0
Webster,43.211403999999995,-77.451215,0,0,0,0
Irondequoit,43.198015000000005,-77.573885,0,0,0,0
Henrietta,43.078449,-77.63205,0,0,0,0
Greece,43.2024,-77.692925,0,0,0,0
Chili,43.104625,-77.74614,0,0,0,0
Glen Burnie North,39.189988,-76.610587,0,0,0,0
Glen Burnie,39.133067,-76.634601,0,0,0,0
Easton,38.7822,-76.0864,0,0,0,0
Annapolis,38.97988,-76.541035,0,0,0,0
Ellicott City,39.250575,-76.817265,0,0,0,0
Columbia,39.196971000000005,-76.81348299999999,0,0,0,0
Crofton,39.0341,-76.684,0,0,0,0
Laurel,39.096990999999996,-76.809663,0,0,0,0
Bowie,38.952326,-76.72232199999999,0,0,0,0
Lanham,38.953917,-76.824625,0,0,0,0
Greenbelt,38.998652,-76.906711,0,0,0,0
Silver Spring,39.052045,-76.95645999999999,0,0,0,0
Largo,38.896156,-76.826762,0,0,0,0
Salisbury,38.415965,-75.560247,0,0,0,0
College Park,38.982252,-76.93761500000001,0,0,0,0
Prince Georges Plaza,38.968075,-76.955453,0,0,0,0
Wheaton,39.036286,-77.05633,0,0,0,0
Forestville,38.848636,-76.886439,0,0,0,0
Rockville,39.056591,-77.114947,0,0,0,0
Columbia Heights,38.929275,-77.032746,0,0,0,0
Germantown,39.198921999999996,-77.248722,0,0,0,0
Bethesda,38.978419,-77.09070200000001,0,0,0,0
Gaithersburg,39.118834,-77.20236,0,0,0,0
Rosslyn,38.8946,-77.0743,0,0,0,0
Frederick,39.38227,-77.397979,0,0,0,0
Alexandria,38.833904,-77.050005,0,0,0,0
Brandywine,38.672451,-76.873173,0,0,0,0
Skyline,38.844671999999996,-77.118418,0,0,0,0
Falls Church,38.868047,-77.142045,0,0,0,0
Falls Church Tinner Hill,38.879821,-77.176845,0,0,0,0
Alexandria Hybla Valley,38.776005,-77.082404,0,0,0,0
Waldorf,38.621217,-76.922799,0,0,0,0
Merrifield,38.872567,-77.229434,0,0,0,0
Chambersburg,39.941493,-77.627834,0,0,0,0
Springfield,38.775617,-77.173564,0,0,0,0
Sterling,39.026292,-77.40061,0,0,0,0
Reston,38.95471,-77.369927,0,0,0,0
Dulles,39.009215999999995,-77.439655,0,0,0,0
Lexington Park,38.297683,-76.513826,0,0,0,0
LaPlata,38.541484000000004,-76.98249200000001,0,0,0,0
Leesburg,39.115638,-77.534723,0,0,0,0
Fairfax,38.798687,-77.301682,0,0,0,0
Fair Lakes,38.855688,-77.39291800000001,0,0,0,0
Hagerstown,39.620301,-77.772574,0,0,0,0
Chantilly,38.8952,-77.445838,0,0,0,0
Potomac Mills,38.654476,-77.288786,0,0,0,0
Dumfries,38.597376000000004,-77.33310999999999,0,0,0,0
Manassas West,38.739441,-77.532044,0,0,0,0
Gainesville,38.79473,-77.606751,0,0,0,0
Martinsburg,39.437745,-77.991967,0,0,0,0
Stafford,38.468742,-77.40866199999999,0,0,0,0
State College University Campus,40.7925,-77.8618,0,0,0,0
State College,40.812571000000005,-77.90670300000001,0,0,0,0
Winchester North,39.221962,-78.135246,0,0,0,0
Stafford South,38.3448,-77.4932,0,0,0,0
Winchester,39.154246,-78.16744,0,0,0,0
Fredericksburg,38.299852,-77.512493,0,0,0,0
Fredericksburg S,38.224917,-77.501837,0,0,0,0
Front Royal,38.9635,-78.1924,0,0,0,0
Altoona,40.459301,-78.40602,0,0,0,0
Culpeper,38.48338,-77.966828,0,0,0,0
Virginia Center Commons,37.673607000000004,-77.462599,0,0,0,0
Mechanicsville,37.600194,-77.350755,0,0,0,0
Richmond Near NW,37.639008000000004,-77.511354,0,0,0,0
Williamsburg East,37.258955,-76.64105500000001,0,0,0,0
Richmond East,37.530964000000004,-77.35611,0,0,0,0
Richmond NW,37.651920000000004,-77.605343,0,0,0,0
Richmond Central,37.586919,-77.500796,0,0,0,0
Williamsburg,37.271370000000005,-76.760678,0,0,0,0
Forest Hill,37.535149,-77.52764,0,0,0,0
Newport News,37.107827,-76.492272,0,0,0,0
Richmond West,37.504046,-77.605104,0,0,0,0
Charlottesville,38.12851,-78.440993,0,0,0,0
Hampton,37.042442,-76.39244599999999,0,0,0,0
Richmond Far West,37.51178,-77.692738,0,0,0,0
Chester,37.350281,-77.41042900000001,0,0,0,0
Richmond Brandermill,37.420887,-77.63418,0,0,0,0
Harrisonburg,38.425876,-78.843,0,0,0,0
Virginia Beach East,36.846717,-76.02287700000001,0,0,0,0
Norfolk,36.86527,-76.212298,0,0,0,0
Virginia Beach Pemb,36.844625,-76.133441,0,0,0,0
Virginia Beach South,36.788687,-76.109025,0,0,0,0
Virginia Beach SE,36.75582,-76.009786,0,0,0,0
Chesapeake Sq Mall,36.828586,-76.414423,0,0,0,0
Chesapeake East,36.771766,-76.231762,0,0,0,0
Colonial Heights,37.248789,-77.386397,0,0,0,0
Chesapeake South,36.659011,-76.234037,0,0,0,0
Waynesboro,38.056309000000006,-78.942225,0,0,0,0
Lynchburg,37.346211,-79.190985,0,0,0,0
Rocky Mount,35.971665,-77.813212,0,0,0,0
Greenville,35.578601,-77.383195,0,0,0,0
Lady Lake,28.933609000000004,-81.939833,0,0,0,0
St Augustine,29.875513,-81.32240999999999,0,0,0,0
Palm Coast,29.477203000000003,-81.21843199999999,0,0,0,0
Mt Dora,28.819622999999996,-81.667715,0,0,0,0
Spring Hill,28.495282,-82.598506,0,0,0,0
Spring Hill East,28.479153000000004,-82.479327,0,0,0,0
Orange City,28.915839000000002,-81.29271,0,0,0,0
Daytona Beach,29.183284999999998,-81.079788,0,0,0,0
Sanford,28.798510999999998,-81.33646800000001,0,0,0,0
Clermont,28.549307000000002,-81.70486600000001,0,0,0,0
Lake Mary,28.754586,-81.348846,0,0,0,0
Port Orange,29.110413,-81.02806700000001,0,0,0,0
Altamonte Springs,28.662944,-81.41757,0,0,0,0
Winter Garden,28.521262,-81.584843,0,0,0,0
Casselberry,28.671052000000003,-81.340451,0,0,0,0
Oviedo,28.657927,-81.23563299999999,0,0,0,0
East Colonial,28.555243,-81.345493,0,0,0,0
Orlando East,28.595167,-81.288126,0,0,0,0
Seven Springs,28.201413,-82.664354,0,0,0,0
Orlando Millenia,28.492932,-81.430165,0,0,0,0
Orlando - Sodo,28.515846000000003,-81.379469,0,0,0,0
Tampa North,28.172888,-82.470324,0,0,0,0
New Tampa,28.172833,-82.35557,0,0,0,0
Orlando SW,28.344167,-81.61421899999999,0,0,0,0
Orlando South,28.449346000000002,-81.390654,0,0,0,0
Waterford Lakes,28.552201,-81.20217099999999,0,0,0,0
North Dale Mabry,28.088613,-82.50497299999999,0,0,0,0
Hunters Creek,28.369540999999998,-81.407184,0,0,0,0
Kissimmee West,28.331560999999997,-81.471396,0,0,0,0
University Plaza,28.071895,-82.428282,0,0,0,0
NE Polk County,28.232819,-81.643913,0,0,0,0
Boot Ranch,28.063326,-82.70755600000001,0,0,0,0
Lakeland North,28.092392999999998,-81.970917,0,0,0,0
Town & Country,28.027790999999997,-82.54836999999999,0,0,0,0
Tampa West,28.015839,-82.612749,0,0,0,0
Tampa Central Walter's Crossing,27.957041999999998,-82.50831099999999,0,0,0,0
Clearwater,27.958182,-82.724497,0,0,0,0
Lakeland South,28.000168,-81.972942,0,0,0,0
Brandon,27.936417,-82.323706,0,0,0,0
Gandy,27.894675,-82.504568,0,0,0,0
Brandon South,27.895359999999997,-82.333087,0,0,0,0
Titusville,28.551849,-80.840758,0,0,0,0
Largo,27.892652000000002,-82.784993,0,0,0,0
St Petersburg Gateway,27.846104999999998,-82.644125,0,0,0,0
Pinellas Park,27.836841999999997,-82.684696,0,0,0,0
Park & Tyrone,27.812701,-82.755764,0,0,0,0
Merritt Island,28.386689,-80.704665,0,0,0,0
Viera,28.228007,-80.720324,0,0,0,0
Melbourne,28.080003,-80.665964,0,0,0,0
Bradenton,27.432646000000002,-82.577904,0,0,0,0
West Melbourne,28.038121999999998,-80.661401,0,0,0,0
University Parkway,27.387171000000002,-82.457988,0,0,0,0
North Sarasota,27.336616999999997,-82.46222,0,0,0,0
Sarasota,27.228133000000003,-82.492189,0,0,0,0
Venice,27.051846,-82.390683,0,0,0,0
Port Charlotte,27.013496999999997,-82.142729,0,0,0,0
Vero Beach,27.640415,-80.448042,0,0,0,0
Port St Lucie,27.269940000000002,-80.427047,0,0,0,0
Cape Coral North,26.669695,-81.932793,0,0,0,0
Stuart,27.236590000000003,-80.271472,0,0,0,0
Cape Coral,26.606538,-81.97670699999999,0,0,0,0
Fort Myers North,26.615149,-81.80119599999999,0,0,0,0
Ft Myers,26.542519,-81.8687,0,0,0,0
Fort Myers SW,26.510365000000004,-81.945624,0,0,0,0
Lee County,26.483590999999997,-81.786526,0,0,0,0
Coconut Point,26.406256,-81.806168,0,0,0,0
Naples North,26.270688,-81.74046700000001,0,0,0,0
Naples,26.209139,-81.77068100000001,0,0,0,0
Royal Palm Beach,26.710874,-80.20249100000001,0,0,0,0
Lake Park/Palm Beach Gardens,26.805859,-80.082894,0,0,0,0
Wellington South,26.593154,-80.202937,0,0,0,0
West Palm Beach,26.722686,-80.085032,0,0,0,0
Greenacres,26.618184000000003,-80.136732,0,0,0,0
Boynton Beach West,26.525843,-80.16596700000001,0,0,0,0
Boynton Beach SE,26.533378000000003,-80.088374,0,0,0,0
West Boca Raton,26.354865000000004,-80.20459699999999,0,0,0,0
Coral Springs NW,26.297052,-80.252135,0,0,0,0
Delray Beach,26.437580999999998,-80.084774,0,0,0,0
Coral Springs,26.284716999999997,-80.2042,0,0,0,0
Sawgrass,26.15405,-80.318536,0,0,0,0
Deerfield Beach W,26.319516999999998,-80.151457,0,0,0,0
Plantation,26.118208,-80.258157,0,0,0,0
Deerfield Beach,26.301879,-80.092574,0,0,0,0
Miramar,25.980109,-80.371503,0,0,0,0
Pembroke Pines,26.009087,-80.299459,0,0,0,0
Davie,26.047983,-80.249459,0,0,0,0
Ft Lauderdale,26.168248000000002,-80.11585600000001,0,0,0,0
Miami Lakes,25.940545,-80.29114799999999,0,0,0,0
Hollywood,26.012706,-80.17438,0,0,0,0
Hialeah,25.853786,-80.317161,0,0,0,0
Aventura,25.971644,-80.14096500000001,0,0,0,0
Miami Flagler,25.771189,-80.35979300000001,0,0,0,0
Kendall,25.685467000000003,-80.437934,0,0,0,0
North Miami,25.906886,-80.156727,0,0,0,0
Bird Road,25.735588,-80.321217,0,0,0,0
Miami Central,25.810344,-80.19364300000001,0,0,0,0
Dadeland,25.693142,-80.305695,0,0,0,0
Dadeland South,25.672791,-80.322582,0,0,0,0
Cutler Ridge,25.575947,-80.375153,0,0,0,0
Charleston South,32.79943,-80.030606,0,0,0,0
Mt Pleasant,32.824343,-79.81782,0,0,0,0
North Charleston,32.935508,-80.036232,0,0,0,0
Summerville,33.040283,-80.157735,0,0,0,0
Columbia Garners Ferry,33.981615999999995,-80.96833199999999,0,0,0,0
Gastonia,35.2642,-81.1383,0,0,0,0
Columbia NE,34.11804,-80.877112,0,0,0,0
Rock Hill,34.939136,-80.97785400000001,0,0,0,0
Charlotte SW,35.1004,-80.985799,0,0,0,0
Hickory,35.700449,-81.30767900000001,0,0,0,0
Pineville,35.107803000000004,-80.878991,0,0,0,0
Bristol,36.636703999999995,-82.109602,0,0,0,0
Charlotte Stonecrest,35.058613,-80.815392,0,0,0,0
Charlotte Blakeney,35.037397999999996,-80.80771999999999,0,0,0,0
Charlotte Midtown,35.214504999999996,-80.834873,0,0,0,0
Charlotte North,35.349655,-80.859636,0,0,0,0
Wesley Chapel,34.999776000000004,-80.69596,0,0,0,0
Huntersville,35.442959,-80.861845,0,0,0,0
Charlotte SE,35.122594,-80.70644899999999,0,0,0,0
NE Charlotte,35.293192,-80.74531400000001,0,0,0,0
Charlotte East,35.209345,-80.69433599999999,0,0,0,0
Mooresville,35.597994,-80.871048,0,0,0,0
Monroe,35.019985,-80.580866,0,0,0,0
Kannapolis,35.417124,-80.678476,0,0,0,0
Florence,34.193002,-79.837492,0,0,0,0
Myrtle Beach SO,33.653935,-78.98049,0,0,0,0
Myrtle Beach,33.713440999999996,-78.893579,0,0,0,0
Winston-Salem South,36.069071,-80.320706,0,0,0,0
Winston-Salem North,36.168581,-80.278784,0,0,0,0
Kernersville,36.109746,-80.099962,0,0,0,0
High Point,35.993478,-80.008273,0,0,0,0
Greensboro South,36.056943,-79.906945,0,0,0,0
Greensboro West,36.113815,-79.87683100000001,0,0,0,0
Greensboro NW,36.104303,-79.82095,0,0,0,0
Burlington,36.066311,-79.520314,0,0,0,0
Fayetteville,35.054709,-78.974689,0,0,0,0
Christiansburg,37.157251,-80.42241899999999,0,0,0,0
UNC Franklin St,35.912174,-79.05713100000001,0,0,0,0
Wilmington,34.248428000000004,-77.881124,0,0,0,0
Holly Springs,35.660579999999996,-78.851383,0,0,0,0
Hawaii-Hilo,19.700501000000003,-155.059235,2,10,13,13
Hawaii-Kona,19.648413,-156.002854,2,10,13,13
Maui-Kahului,20.8732,-156.4576,2,10,13,13
Oahu-Kailua,21.391429000000002,-157.739416,2,10,13,13
Oahu Honolulu Ala Moana,21.292351,-157.84205500000002,2,10,13,13
Oahu-Honolulu West,21.355701999999997,-157.928751,2,10,13,13
Oahu-Kapolei,21.331578,-158.09282199999998,2,10,13,13
Cedar Falls,42.481499,-92.44366099999999,0,0,0,0
Mason City,43.149783,-93.25336899999999,0,0,0,0
Waterloo,42.465422,-92.327219,0,0,0,0
Ames,42.019165,-93.60746400000001,0,0,0,0
Fort Dodge,42.506153999999995,-94.157354,0,0,0,0
Ankeny,41.709536,-93.578786,0,0,0,0
Altoona,41.641903000000006,-93.504625,0,0,0,0
Des Moines North,41.630418,-93.699735,0,0,0,0
Urbandale,41.647194,-93.76729399999999,0,0,0,0
Cedar Rapids North,42.036658,-91.650377,0,0,0,0
West Des Moines,41.599259,-93.752751,0,0,0,0
Cedar Rapids South,41.944325,-91.71696,0,0,0,0
South Des Moines,41.523719,-93.60205,0,0,0,0
West Des Moines SW,41.561322,-93.779833,0,0,0,0
Rochester South,43.954522999999995,-92.464843,0,0,0,0
Iowa City,41.691581,-91.599686,0,0,0,0
Owatonna,44.086577,-93.24900799999999,0,0,0,0
Rochester,44.063196999999995,-92.502995,0,0,0,0
Mankato,44.172924,-93.951425,0,0,0,0
Dubuque,42.490219,-90.721855,0,0,0,0
Winona,44.031846,-91.62087199999999,0,0,0,0
Northfield,44.43365,-93.186378,0,0,0,0
LaCrosse,43.873946999999994,-91.193309,0,0,0,0
Red Wing,44.568743,-92.582546,0,0,0,0
Lakeville,44.683917,-93.29175699999999,0,0,0,0
Apple Valley South,44.723307,-93.17535500000001,0,0,0,0
Apple Valley,44.729898,-93.21455,0,0,0,0
Burnsville,44.748796,-93.288845,0,0,0,0
Savage,44.743707,-93.377421,0,0,0,0
Eagan,44.791154,-93.205846,0,0,0,0
Davenport,41.573099,-90.52664399999999,0,0,0,0
Shakopee,44.775657,-93.500873,0,0,0,0
Cottage Grove,44.815020000000004,-92.93100799999999,0,0,0,0
Inver Grove Heights,44.836017,-93.08776999999999,0,0,0,0
SW Moline,41.46953,-90.525002,0,0,0,0
Chaska,44.827056,-93.60050600000001,0,0,0,0
Bloomington,44.860029,-93.31157900000001,0,0,0,0
Eden Prairie,44.855701,-93.425342,0,0,0,0
Edina,44.875471999999995,-93.3236,0,0,0,0
Richfield,44.885484000000005,-93.249402,0,0,0,0
West St Paul,44.893758,-93.07851600000001,0,0,0,0
Chanhassen,44.861783,-93.542683,0,0,0,0
Waconia,44.840872999999995,-93.770344,0,0,0,0
St. Paul Highland Park,44.917612,-93.188251,0,0,0,0
Woodbury,44.926719,-92.959728,0,0,0,0
Woodbury East,44.939485999999995,-92.908822,0,0,0,0
Minnetonka,44.916909000000004,-93.504896,0,0,0,0
St Louis Park,44.936939,-93.346785,0,0,0,0
East St Paul,44.949601,-93.028418,0,0,0,0
Burlington,40.820834999999995,-91.17191899999999,0,0,0,0
Knollwood,44.935928999999994,-93.392737,0,0,0,0
Lake Street,44.949951,-93.236742,0,0,0,0
St Paul Midway,44.953491,-93.155753,0,0,0,0
Minneapolis Uptown,44.948763,-93.29617900000001,0,0,0,0
Hudson,44.965714,-92.72374599999999,0,0,0,0
Mpls Nicollet Mall,44.975017,-93.27410400000001,0,0,0,0
Minneapolis Dinkytown,44.981615999999995,-93.235075,0,0,0,0
Ridgedale,44.970157,-93.447411,0,0,0,0
Oakdale,44.996899,-92.94595600000001,0,0,0,0
Minneapolis NE,45.004814,-93.22993199999999,0,0,0,0
Roseville T1,45.007659000000004,-93.163733,0,0,0,0
North St Paul,45.013767,-93.009068,0,0,0,0
Stillwater,45.037686,-92.838689,0,0,0,0
Plymouth,45.031424,-93.450801,0,0,0,0
Vadnais Heights,45.052234999999996,-93.060696,0,0,0,0
Shoreview,45.056743,-93.144848,0,0,0,0
Crystal,45.052732,-93.365555,0,0,0,0
Eau Claire,44.780861,-91.434078,0,0,0,0
Fridley,45.0659,-93.2512,0,0,0,0
Medina,45.045408,-93.529583,0,0,0,0
Brooklyn Center,45.065669,-93.307622,0,0,0,0
Hutchinson,44.868546,-94.377826,0,0,0,0
Brooklyn Park,45.091081,-93.377936,0,0,0,0
Northtown,45.126821,-93.268746,0,0,0,0
Maple Grove North,45.136208,-93.474429,0,0,0,0
Blaine,45.165672,-93.232421,0,0,0,0
Lino Lakes,45.184494,-93.104546,0,0,0,0
Champlin,45.172343,-93.388483,0,0,0,0
Coon Rapids,45.194942,-93.35036600000001,0,0,0,0
Andover,45.217556,-93.315988,0,0,0,0
Rogers,45.19775,-93.554631,0,0,0,0
Buffalo,45.164304,-93.855592,0,0,0,0
Galesburg,40.975575,-90.387303,0,0,0,0
Madison West,43.06214,-89.525021,0,0,0,0
Fitchburg,43.013704,-89.481932,0,0,0,0
Forest Lake,45.274286,-93.000051,0,0,0,0
Madison Hilldale,43.074785,-89.45352,0,0,0,0
Otsego,45.278232,-93.56349200000001,0,0,0,0
Monticello,45.293475,-93.772811,0,0,0,0
Madison East,43.119366,-89.307239,0,0,0,0
Sun Prairie,43.170684,-89.267363,0,0,0,0
Sioux Falls East,43.539039,-96.654829,0,0,3,3
Willmar,45.09785,-95.041362,0,0,0,0
Sioux Falls,43.511783,-96.769284,0,0,3,3
Marshfield,44.684235,-90.16300600000001,0,0,0,0
Cambridge,45.574245,-93.200224,0,0,0,0
Machesney Park,42.367202,-89.02823000000001,0,0,0,0
Janesville,42.722066999999996,-88.998294,0,0,0,0
Rockford,42.269861999999996,-88.988941,0,0,0,0
St Cloud East,45.565472,-94.145193,0,0,0,0
St Cloud,45.556925,-94.208528,0,0,0,0
Stevens Point,44.524443,-89.522728,0,0,0,0
Peoria,40.748276000000004,-89.635233,0,0,0,0
Peru,41.361911,-89.128816,0,0,0,0
East Peoria,40.672011,-89.583848,0,0,0,0
DeKalb,41.95511,-88.724958,0,0,0,0
Wausau,44.90672,-89.591312,0,0,0,0
Lake Geneva,42.598115,-88.41530300000001,0,0,0,0
Delafield,43.050684000000004,-88.376891,0,0,0,0
Algonquin,42.162103,-88.338752,0,0,0,0
Fond du Lac,43.790903,-88.484965,0,0,0,0
Oshkosh,43.998428000000004,-88.57763800000001,0,0,0,0
Crystal Lake,42.228648,-88.304973,0,0,0,0
Waukesha South,42.989738,-88.259203,0,0,0,0
Elgin,42.025658,-88.341499,0,0,0,0
Yorkville,41.662813,-88.464549,0,0,0,0
South Elgin,41.975733,-88.343173,0,0,0,0
North Aurora,41.797576,-88.364632,0,0,0,0
Batavia,41.851976,-88.34214,0,0,0,0
Waukesha,43.034537,-88.177573,0,0,0,0
St Charles,41.918795,-88.263731,0,0,0,0
Hoffman Estates,42.073721,-88.193046,0,0,0,0
Oswego,41.69696,-88.31602099999999,0,0,0,0
New Berlin,42.958073,-88.106897,0,0,0,0
Springfield,39.750085999999996,-89.71016,0,0,0,0
Bloomington Normal,40.507342,-88.957364,0,0,0,0
Decatur,39.890465,-88.958388,0,0,0,0
Shorewood,41.542273,-88.202789,0,0,0,0
Champaign,40.141521999999995,-88.25544000000001,0,0,0,0
Plainfield,41.649733000000005,-88.205591,0,0,0,0
Joliet,41.577123,-88.154391,0,0,0,0
Naperville,41.771608,-88.203784,0,0,0,0
Warrenville,41.800457,-88.170151,0,0,0,0
Bolingbrook,41.704813,-88.122003,0,0,0,0
Wheaton,41.859336,-88.140105,0,0,0,0
Streamwood,42.017305,-88.200911,0,0,0,0
West Schaumburg,42.023244,-88.145491,0,0,0,0
Lemont,41.644007,-88.004072,0,0,0,0
Woodridge,41.770848,-88.03870400000001,0,0,0,0
Glendale Heights,41.937464,-88.098861,0,0,0,0
New Lenox,41.507197,-87.920631,0,0,0,0
Lombard,41.844493,-88.003085,0,0,0,0
Bradley,41.173961,-87.85373299999999,0,0,0,0
Willowbrook,41.75014,-87.943448,0,0,0,0
Woodfield,42.037979,-88.048792,0,0,0,0
Villa Park,41.906984,-87.97710500000001,0,0,0,0
Lake Zurich,42.187052,-88.104445,0,0,0,0
Wood Dale,41.967029,-87.992439,0,0,0,0
Orland Park,41.603297,-87.850649,0,0,0,0
Palatine,42.137514,-88.02741999999999,0,0,0,0
Tinley Park,41.545282,-87.795307,0,0,0,0
Hodgkins,41.780722999999995,-87.860088,0,0,0,0
Hillside,41.867936,-87.88726,0,0,0,0
Arlington Heights,42.102270000000004,-87.962664,0,0,0,0
Broadview,41.854807,-87.851605,0,0,0,0
Mundelein,42.283881,-88.044737,0,0,0,0
Rosemont,42.006468,-87.88653199999999,0,0,0,0
Melrose Park,41.905597,-87.84395500000001,0,0,0,0
Wheeling,42.15456,-87.950964,0,0,0,0
Crestwood,41.656903,-87.74573199999999,0,0,0,0
OakPark,41.888068,-87.803848,0,0,0,0
Vernon Hills,42.23921,-87.95723000000001,0,0,0,0
Bedford Park,41.762772999999996,-87.74283,0,0,0,0
Norridge,41.953793,-87.808415,0,0,0,0
Oak Lawn,41.720997,-87.724964,0,0,0,0
Chicago Brickyard,41.930371,-87.78927,0,0,0,0
Golf Mills,42.052844,-87.838899,0,0,0,0
Cicero,41.839285,-87.741635,0,0,0,0
Chicago South Pulaski,41.812934999999996,-87.722548,0,0,0,0
Niles,42.012531,-87.78050999999999,0,0,0,0
Gurnee,42.383115999999994,-87.965756,0,0,0,0
CHI Morgan Park,41.679288,-87.66445300000001,0,0,0,0
Homewood,41.568789,-87.634284,0,0,0,0
Glenview,42.102644,-87.813458,0,0,0,0
Lake Bluff,42.279153,-87.873827,0,0,0,0
Highland Park,42.191676,-87.824965,0,0,0,0
Chicago McKinley Park,41.835613,-87.674869,0,0,0,0
Skokie IL,42.040417,-87.751225,0,0,0,0
Chicago Mid North,41.945125,-87.701945,0,0,0,0
Chicago Near North,41.929386,-87.685128,0,0,0,0
Chicago West Loop,41.877739,-87.654667,0,0,0,0
Evanston,42.020562,-87.705636,0,0,0,0
Chicago South,41.738948,-87.606236,0,0,0,0
Chicago Lakeview Ashland,41.9416,-87.667,0,0,0,0
Chicago Peterson Ave,41.990786,-87.682837,0,0,0,0
Chicago Division,41.903847999999996,-87.64345300000001,0,0,0,0
Chicago South Loop,41.867717999999996,-87.630707,0,0,0,0
Chicago Lakeview Belmont Stn,41.940098,-87.651389,0,0,0,0
Chicago State St.,41.881699,-87.627409,0,0,0,0
Chicago Lincoln Park North,41.931421,-87.64455600000001,0,0,0,0
Chicago Wilson Yard,41.963561,-87.65639300000001,0,0,0,0
Chicago Hyde Park IL,41.7996,-87.5934,0,0,0,0
Evanston Downtown,42.0477542,-87.6820639,0,0,0,0
Chicago Streeterville,41.890953,-87.617418,0,0,0,0
Waukegan,42.407985,-87.856489,0,0,0,0
Munster,41.567114000000004,-87.507284,0,0,0,0
Pleasant Prairie,42.564409999999995,-87.9284,0,0,0,0
St John,41.43972,-87.467834,0,0,0,0
Highland,41.524173,-87.46833000000001,0,0,0,0
Watertown,44.888651,-97.083451,0,0,3,3
Alexandria,45.850045,-95.389931,0,0,0,0
Franklin,42.903914,-88.037063,0,0,0,0
Brookfield,43.034218,-88.071795,0,0,0,0
West Allis,42.996736999999996,-88.044825,0,0,0,0
Menomonee Falls,43.189642,-88.129009,0,0,0,0
Wauwatosa,43.087499,-88.06412399999999,0,0,0,0
Greenfield,42.957411,-87.951424,0,0,0,0
West Milwaukee,43.014838,-87.969611,0,0,0,0
Oak Creek,42.882766,-87.915653,0,0,0,0
Racine,42.698895,-87.843716,0,0,0,0
Milwaukee Chase,42.992009,-87.90821,0,0,0,0
Grafton,43.319140000000004,-87.92230699999999,0,0,0,0
Appleton,44.269859999999994,-88.46903,0,0,0,0
Appleton East,44.245862,-88.35683,0,0,0,0
Kohler,43.716468,-87.76653,0,0,0,0
Lake County,41.469485999999996,-87.303074,0,0,0,0
Green Bay West,44.490590000000005,-88.070666,0,0,0,0
Valparaiso,41.466956,-87.030416,0,0,0,0
Bellevue,44.465351,-87.98599899999999,0,0,0,0
Brainerd,46.362996,-94.241828,0,0,0,0
Aberdeen,45.457452,-98.440585,0,0,3,3
Lafayette,40.419482,-86.847233,0,0,0,0
South Bend,41.62764,-86.229348,0,0,0,0
Norton Shores,43.160374,-86.208562,0,0,0,0
Mishawaka,41.718127,-86.176825,0,0,0,0
Holland,42.831115999999994,-86.092003,0,0,0,0
Sturgeon Bay,44.823398,-87.403163,0,0,0,0
Duluth,46.808391,-92.16745,0,0,0,0
Fargo,46.860628000000005,-96.852985,0,0,0,0
Moorhead,46.875702000000004,-96.728311,0,0,0,0
Twin Falls,42.590837,-114.462897,0,11,-1,-1
Idaho Falls,43.478064,-111.9832,0,-1,-1,-1
Boise,43.610580999999996,-116.285758,0,11,14,14
Boise NW,43.661722999999995,-116.35241699999999,0,11,14,14
Nampa,43.610162,-116.589454,0,11,14,14
Bozeman,45.710678,-111.070672,0,12,15,15
Helena,46.621295,-112.019278,0,12,15,15
Billings,45.770815999999996,-108.58233100000001,0,-1,-1,-1
Billings East,45.806033,-108.47273600000001,0,-1,-1,-1
Coeur d'Alene,47.734676,-116.79106499999999,0,13,16,16
Spokane Valley,47.656051,-117.219974,0,13,16,16
Spokane South,47.609596999999994,-117.365315,0,13,16,16
North Spokane,47.747572999999996,-117.400259,0,13,16,16
Missoula,46.887645,-114.03723600000001,0,12,-1,-1
Kalispell,48.235975,-114.32673700000001,0,12,-1,-1
Kennewick,46.221915,-119.22201000000001,0,9,17,17
Richland,46.258390999999996,-119.313294,0,9,17,17
Wenatchee,47.438438,-120.32738300000001,0,9,17,17
Yakima,46.606678,-120.490059,0,9,17,17
Great Falls,47.493381,-111.27131200000001,0,12,15,15
Issaquah,47.542208,-122.050874,0,9,11,11
Redmond,47.672424,-122.104025,0,9,11,11
Lake Stevens,47.998684000000004,-122.101909,0,9,11,11
Goshen,41.622052000000004,-85.905035,0,0,0,0
Kokomo,40.474985,-86.109158,0,0,0,0
Kalamazoo West,42.29805,-85.654958,0,0,0,0
Kalamazoo,42.21853,-85.58801,0,0,0,0
Grandville,42.882214000000005,-85.740767,0,0,0,0
Wyoming,42.865307,-85.68571999999999,0,0,0,0
Carmel West,39.936085,-86.23232,0,0,0,0
Avon,39.760878999999996,-86.34183399999999,0,0,0,0
Carmel,40.008540999999994,-86.128331,0,0,0,0
